dis_no,year,seq,glide,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,event_name,country,iso,region,continent,location,origin,associated_dis,associated_dis2,ofda_response,appeal,declaration,aid_contribution_thousand_usd,dis_mag_value,dis_mag_scale,latitude,longitude,local_time,river_basin,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,no_injured,no_affected,no_homeless,total_affected,reconstruction_costs_thousand_usd,reconstruction_costs_adjusted_thousand_usd,insured_damages_thousand_usd,insured_damages_adjusted_thousand_usd,total_damages_thousand_usd,total_damages_adjusted_thousand_usd,cpi,adm_level,admin1_code,admin2_code,geo_locations
2021-0077-CHE,2021,0077,,Natural,Hydrological,Landslide,Avalanche,,,Switzerland,CHE,Western Europe,Europe,Swiss Alps. Part of canton Valais was placed under the avalanche danger level 5.,,Snow/ice,,,,,,,,,,,,2021,1,13,2021,1,31,17,,,,,,,,,,,100,1,2829,,Valais (Adm1).
2021-0436-BEL,2021,0436,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Belgium,BEL,Western Europe,Europe,"Dinant, Namur",Heavy rains,Lightening,,,,,,,Kph,,,,,2021,7,24,2021,7,25,,,,,,,,,,,,100,2,,5853,Namur (Adm2).
2021-0687-BEL,2021,0687,,Natural,Meteorological,Storm,Convective storm,,Storm 'Aurore' (Hendrick),Belgium,BEL,Western Europe,Europe,,Strong winds,,,,,,,,Kph,,,,,2021,10,21,2021,10,22,,,,,,,,,,,,100,,,,
2021-0411-BEL,2021,0411,,Natural,Hydrological,Flood,,,,Belgium,BEL,Western Europe,Europe,"Liège, Namur, Luxembourg, Limbourg, Brabant Wallon, Hainaut",Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,,,,,,,,Km2,,,,"Vesdre, Meuse, and Our rivers",2021,7,14,2021,7,15,39,,1950,1e+05,101950,,,,,2e+06,2e+06,100,2,,5848;5850;5851;5852;5854,"Brabant wallon, Hainaut, Liege, Limburg, Luxembourg (Adm2)."
2021-0411-CHE,2021,0411,,Natural,Hydrological,Flood,,,,Switzerland,CHE,Western Europe,Europe,"Basel, Zurich, Lucerne, Schwyz and Uri Cantons",Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,,,,,,,,Km2,,,,,2021,7,15,2021,7,16,,,,,,,,,,,,100,1,2810;2811;2818;2824;2828;2832,,"Basel-landschaft, Basel-stadt, Luzern, Schwyz, Uri, Zurich (Adm1)."
2021-0687-DEU,2021,0687,,Natural,Meteorological,Storm,Convective storm,,Storm 'Aurore' (Hendrick),Germany,DEU,Western Europe,Europe,"Brandenburg, Sachsen; Cochem (Rheinland-Pfalz)",Strong winds,,,,,,,,Kph,,,,,2021,10,21,2021,10,22,1,4,,,4,,,,,,,100,1,1311;1318;1320,,"Brandenburg, Rheinland-Pfalz, Sachsen (Adm1)."
2022-0097-DEU,2022,0097,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Dudley' (Ylenia),Germany,DEU,Western Europe,Europe,"Brocken, Kahler Asten; North Rhine-Westphalia; Lower Saxony, Saxony-Anhalt",,Flood,,Yes,,,,152,Kph,,,,,2022,2,16,2022,2,17,3,,,,,,,,,,,,,,,
2022-0112-BEL,2022,0112,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Eunice' (Zeynep),Belgium,BEL,Western Europe,Europe,,,,,,,,,,Kph,,,,,2022,2,18,2022,2,18,2,,,,,,,,,,,,,,,
2022-0081-DEU,2022,0081,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Malik' (Nadia),Germany,DEU,Western Europe,Europe,,,,,,,,,,Kph,,,,,2022,1,28,2022,1,31,1,2,,,2,,,,,,,,,,,
2022-0112-DEU,2022,0112,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Eunice' (Zeynep),Germany,DEU,Western Europe,Europe,,,,,,,,,,Kph,,,,,2022,2,18,2022,2,18,3,,,,,,,,,,,,,,,
2019-0533-FRA,2019,0533,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Amelie',France,FRA,Western Europe,Europe,"Alpes-Maritimes Department; Nouvelle Aquitaine, Pays de la Loire, Auvergne, Occitanie",,"Slide (land, mud, snow, rock)",Flood,,,,,163,Kph,,,,,2019,10,28,2019,11,3,1,4,50,,54,,,,,,,94.3490924994534,1;2,1249;1250;1260;1262;1264;1266;1268,16321,"Aquitaine, Auvergne, Languedoc-Rousillon, Limousin, Midi-Pyrenees, Pays-de-la-Loire, Poitou-Charentes (Adm1). Alpes-maritimes (Adm2)."
2019-0576-FRA,2019,0576,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Var, Alpes-Maritimes, Bouches-du-Rhone, Alpes-de-Haute-Provence (Provence-Alpes-Côte d'Azur Region)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,11,30,2019,12,2,5,2,100,,102,,,,,,,94.3490924994534,2,,16321;16324,"Alpes-maritimes, Var (Adm2)."
2019-0558-FRA,2019,0558,,Natural,Meteorological,Storm,Convective storm,Severe storm,,France,FRA,Western Europe,Europe,"Var, Alpes Maritimes, Puy de Dome departments.",,Flood,,,,,,,Kph,,,,,2019,11,23,2019,11,24,5,,625,,625,,,,,315000,333866,94.3490924994534,2,,16248;16321;16324,"Alpes-maritimes, Puy-de-Dome, Var (Adm2)."
2019-0621-FRA,2019,0621,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,"Pyrénées-Atlantiques, Landes, Lot-et-Garonne, Gironde, Gers departments",,Flood,,,,,,,Kph,,,,,2019,12,12,2019,12,17,2,13,600,,613,,,,,1e+05,105989,94.3490924994534,2,,16241;16242;16243;16244;16300,"Gers, Gironde, Landes, Lot-et-Garonne, Pyrenees-Atlantique (Adm2)."
2019-0388-FRA,2019,0388,,Natural,Meteorological,Storm,Convective storm,Tornado,,France,FRA,Western Europe,Europe,Meurthe-et-Moselle,,,,,,,,,Kph,,,,,2019,8,9,2019,8,9,,,90,,90,,,,,,,94.3490924994534,2,,16294,Meurthe-et-Moselle (Adm2).
2019-0551-FRA,2019,0551,,Natural,Geophysical,Earthquake,Ground movement,,,France,FRA,Western Europe,Europe,Auvergne-Rhône-Alpes region,,,,,,,,5,Richter,,,,,2019,11,11,2019,11,11,,4,750,,754,,,,,,,94.3490924994534,1,1250;1270,,"Auvergne, Rhone-Alpes (Adm1)."
2019-0626-FRA,2019,0626,,Natural,Meteorological,Storm,Extra-tropical storm,,"Elsa, Fabien",France,FRA,Western Europe,Europe,"Corse,Dordogne, Cote d'Azur",,,,,,,,206,Kph,,,,,2019,12,19,2019,12,22,,4,,,4,,,,,,,94.3490924994534,1;2,1256,16240;16321,"Corse (Adm1). Alpes-maritimes, Dordogne (Adm2)."
2019-0366-FRA,2019,0366,,Natural,Meteorological,Extreme temperature,Heat wave,,,France,FRA,Western Europe,Europe,Toute la France métropolitaine (excepté l'ouest de la Bretagne et la Corse),,,,,,,,44,°C,,,,,2019,7,21,2019,7,27,868,,,,,,,,,,,94.3490924994534,,,,
2019-0505-FRA,2019,0505,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Hérault, Gard, Pyrénées-Orientales",,,,,,,,,Km2,,,,,2019,10,21,2019,10,24,3,,1000,,1000,,,,,,,94.3490924994534,2,,16286;16287;16289,"Gard, Herault, Pyrenees-Orientales (Adm2)."
2019-0388-LUX,2019,0388,,Natural,Meteorological,Storm,Convective storm,Tornado,,Luxembourg,LUX,Western Europe,Europe,"Pétange, Käerjeng",,,,,,,,,Kph,,,,,2019,8,9,2019,8,9,,19,1500,,1519,,,112000,118708,,,94.3490924994534,2,,19180;19181,"Capellen, Esch-sur-alzette (Adm2)."
2019-0366-NLD,2019,0366,,Natural,Meteorological,Extreme temperature,Heat wave,,,Netherlands (the),NLD,Western Europe,Europe,,,,,,,,,40,°C,,,,,2019,7,22,2019,7,27,400,,,,,,,,,,,94.3490924994534,,,,
2020-0254-FRA,2020,0254,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,"Ajaccio (Corsica); Salines, Cannes, Pietralba",Heavy rains,,,,,,,,Km2,,,,,2020,6,10,2020,6,11,,,200,,200,,,,,,,95.5129674174503,2,,16270;16271;16321,"Alpes-maritimes, Corse-du-Sud, Haute-Corse (Adm2)."
2020-0459-FRA,2020,0459,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,Valleraugue (Gard department); Lozère and Herault departments,Heavy rains,,,,,,,,Km2,,,,,2020,9,19,2020,9,19,2,,421,,421,,,,,53000,55490,95.5129674174503,2,,16286;16287;16288,"Gard, Herault, Lozere (Adm2)."
2020-0418-FRA,2020,0418,,Natural,Meteorological,Storm,Convective storm,,Storm 'Alex',France,FRA,Western Europe,Europe,"Roya Valley, Vésubie, Tinée (Provence-Alpes-Côte d'Azur Region)",,,,,,,,,Kph,,,,,2020,10,2,2020,10,4,18,,12980,,12980,,,,,967000,1012428,95.5129674174503,1,1269,,Provence-Alpes-Cote-d'Azur (Adm1).
2020-0020-FRA,2020,0020,,Natural,Meteorological,Storm,Extra-tropical storm,,'Gloria',France,FRA,Western Europe,Europe,"Pyrénées-Orientales, Aude, Ariège, and Haute-Garonne departments",,,,,,,,,Kph,,,,,2020,1,21,2020,1,22,,,,,,,,,,,,95.5129674174503,2,,16289;16290;16298;16301,"Ariege, Aude, Haute-Garonne, Pyrenees-Orientales (Adm2)."
2020-0051-FRA,2020,0051,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Ciara' (Sabine),France,FRA,Western Europe,Europe,"Aisne, Ardennes, Aube, Calvados, Côtes-d’Armor, Eure, Eure-et-Loir, Finistère, lLoire-Atlantique, Loiret, Manche, Marne, Haute-Marne, lMeurthe-et-Moselle, lMeuse, lMorbihan, lMoselle, Nord, Oise, Orne, lPas-de-Calais, lBas-Rhin, le Haut-Rhin, Paris, lSeine-Maritime, lSeine-et-Marne, Yvelines, Somme, Vosges, Yvonne, Essonne, Val-d’Oise; Corse;",,,,,,,,,Kph,,,,,2020,2,8,2020,2,8,,31,,,31,,,,,,,95.5129674174503,1;2,1256,16238;16239;16249;16250;16251;16256;16257;16259;16261;16265;16266;16267;16268;16269;16276;16277;16278;16280;16281;16283;16285;16294;16295;16296;16297;16306;16307;16308;16313;16314;16315,"Corse (Adm1). Aisne, Ardennes, Aube, Bas-Rhin, Calvados, Cotes-d'Armor, Essonne, Eure, Eure-et-Loir, Finistere, Haut-Rhin, Haute-Marne, Loire-Atlantique, Loiret, Manche, Marne, Meurthe-et-Moselle, Meuse, Morbihan, Moselle, Nord, Oise, Orne, Paris, Pas-de-Calais, Seine-et-Marne, Seine-Maritime, Somme, Val-d'Oise, Vosges, Yvelines (Adm2)."
2020-0530-FRA,2020,0530,,Natural,Meteorological,Extreme temperature,Heat wave,,,France,FRA,Western Europe,Europe,,,,,,,,,,°C,,,,,2020,7,30,2020,8,16,1924,,,,,,,,,,,95.5129674174503,1,1248;1249;1250;1251;1252;1253;1254;1255;1256;1257;1258;1259;1260;1262;1263;1264;1265;1266;1267;1268;1269;1270,,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes (Adm1)."
2020-0202-FRA,2020,0202,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Gironde, Landes Departments, Ile de France Region",Heavy rains,,,,,,,,Km2,,,,,2020,5,11,2020,5,11,,1,284,,285,,,,,,,95.5129674174503,1;2,1259,16241;16242,"Ile-de-France (Adm1). Gironde, Landes (Adm2)."
2020-0530-NLD,2020,0530,,Natural,Meteorological,Extreme temperature,Heat wave,,,Netherlands (the),NLD,Western Europe,Europe,,,,,,,,,,°C,,,,,2020,8,5,2020,8,16,400,,,,,,,,,,,95.5129674174503,1,2158;2159;2160;2161;2162;2163;2164;2165;2166;2167;2168;2169,,"Drenthe, Flevoland, Friesland, Gelderland, Groningen, Limburg, Noord-brabant, Noord-holland, Overijssel, Utrecht, Zeeland, Zuid-holland (Adm1)."
2021-0436-FRA,2021,0436,,Natural,Meteorological,Storm,Convective storm,Severe storm,,France,FRA,Western Europe,Europe,Saône-et-Loire Department (Bourgogne-Franche-Comté Region); Auvergne Region; Moselle Department (Grand Est Region),,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,,,,,2021,7,23,2021,7,24,,,255,,255,,,,,,,100,1;2,1250,16254;16296,"Auvergne (Adm1). Moselle, Saone-et-Loire (Adm2)."
2021-0411-FRA,2021,0411,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"La Marne, La Meuse, La Moselle Departments; Châtel de Houx, Le Field (Jura); Plainfaing (Vosges); Villers la Chèvre, Errouville, Longuyon, Villette (Meurthe en Moselle); Bras-sur-Meuse (Meuse)",Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,Ornain River and the Canal de la Marne au Rhin,2021,7,15,2021,7,16,,,240,,240,,,,,,,100,2,,16269;16274;16294;16295;16296;16297,"Jura, Marne, Meurthe-et-Moselle, Meuse, Moselle, Vosges (Adm2)."
2021-0792-FRA,2021,0792,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Nouvelle-Aquitaine; Occitanie; Landes; Pyrénées-Atlantiques,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2021,12,9,2021,12,10,,,100,,100,,,,,23000,23000,100,1,1249;1260;1262;1264;1268,,"Aquitaine, Languedoc-Rousillon, Limousin, Midi-Pyrenees, Poitou-Charentes (Adm1)."
2021-0411-LUX,2021,0411,,Natural,Hydrological,Flood,,,,Luxembourg,LUX,Western Europe,Europe,"Mamer, Vianden, Bettemburg, Echternach, Rosport, Mersch, Beringen, and Rolleng",Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2021,7,14,2021,7,15,,,,,,,,,,,,100,2,,19175;19177;19179;19180;19181;19183,"Capellen, Echternach, Esch-sur-alzette, Mersch, Remich, Vianden (Adm2)."
2021-0318-FRA,2021,0318,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,"Beauvais, Tillé, Auneuil Municipalities (Oise Department); Marne, Somme",Heavy rains,Lightening,,,,,,,Km2,,,,,2021,6,21,2021,6,21,1,,600,,600,,,,,,,100,2,,16269;16314;16315,"Marne, Oise, Somme (Adm2)."
2021-0586-FRA,2021,0586,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Gard Department,Heavy rains,Lightening,,,,,,,Km2,,,,,2021,9,14,2021,9,14,,,600,,600,,,,,,,100,2,,16286,Gard (Adm2).
2021-0687-FRA,2021,0687,,Natural,Meteorological,Storm,Convective storm,,Storm 'Aurore' (Hendrick),France,FRA,Western Europe,Europe,"Brittany, Normandy, Champagne-Ardennes, Paris, Ile de France","Stro,gs wnds and heav rains",,,,,,,150,Kph,,,,,2021,10,21,2021,10,22,,,,,,,,,,,,100,1;2,1251;1253;1255;1258,16280,"Basse-Normandie, Bretagne, Champagne-Ardenne, Haute-Normandie (Adm1). Paris (Adm2)."
2021-0825-FRA,2021,0825,,Natural,Meteorological,Extreme temperature,Cold wave,,,France,FRA,Western Europe,Europe,Rhone region,,,,,,Yes,,,°C,,,,,2021,4,5,2021,4,8,,,,,,,,,,5600000,5600000,100,,,,
2021-0063-FRA,2021,0063,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Charente-Maritime Department, Lot-et-Garonne Departmen, Gironde Department (Nouvelle-Aquitaine Region)",Heavy rains,,,,,Yes,,,Km2,,,,Garonne river,2021,2,1,2021,2,10,,5,300,,305,,,,,10000,10000,100,2,,16241;16243;16317,"Charente-Maritime, Gironde, Lot-et-Garonne (Adm2)."
2021-0756-FRA,2021,0756,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Nord, Pas-de-Calais, Hauts-de-France Region",Heavy raiins,,,,,,,,Km2,,,,,2021,11,27,2021,11,29,1,2,300,,302,,,,,,,100,1,1265,,Nord-Pas-de-Calais (Adm1).
2021-0687-NLD,2021,0687,,Natural,Meteorological,Storm,Convective storm,,Storm 'Aurore' (Hendrick),Netherlands (the),NLD,Western Europe,Europe,Barendrecht,Strong winds,,,,,,,,Kph,,,,,2021,10,21,2021,10,22,,4,,,4,,,,,,,100,1,2169,,Zuid-holland (Adm1).
2021-0411-NLD,2021,0411,,Natural,Hydrological,Flood,,,,Netherlands (the),NLD,Western Europe,Europe,Valkenburg; LImburg,Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,,,,,Yes,,,Km2,,,,Meuse,2021,7,15,2021,7,16,,,,,,,,,,,,100,1,2163;2169,,"Limburg, Zuid-holland (Adm1)."
2022-0112-FRA,2022,0112,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Eunice' (Zeynep),France,FRA,Western Europe,Europe,"Pas-de-Calais, Nord, Seine-Maritime, Manche departments",,,,,,,,,Kph,,,,,2022,2,18,2022,2,18,,28,,,28,,,,,,,,2,,16250;16277;16306;16307,"Manche, Nord, Pas-de-Calais, Seine-Maritime (Adm2)."
2022-0112-NLD,2022,0112,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Eunice' (Zeynep),Netherlands (the),NLD,Western Europe,Europe,,,,,,,,,,Kph,,,,,2022,2,18,2022,2,18,4,,,,,,,,,,,,,,,
2022-0373-FRA,2022,0373,,Natural,Meteorological,Storm,Convective storm,Severe storm,,France,FRA,Western Europe,Europe,"Rouen City (Seine-Maritime Department, Normandy Region); Loir-et-Cher Department (Centre-Val de Loire Region)",,Lightening,Hail,,,,,,Kph,,,,,2022,6,4,2022,6,5,1,15,60000,,60015,,,,,,,,2,,16264;16277,"Loir-et-Cher, Seine-Maritime (Adm2)."
2022-0697-FRA,2022,0697,,Natural,Meteorological,Storm,Convective storm,Severe storm,,France,FRA,Western Europe,Europe,"Normandy, Hauts-de-France, and Bourgogne-Franche-Comté",,Lightening,Hail,,,,,,Kph,,,,,2022,10,23,2022,10,24,,2,300,,302,,,,,,,,1,1251;1252;1257;1258;1265,,"Basse-Normandie, Bourgogne, Franche-Comte, Haute-Normandie, Nord-Pas-de-Calais (Adm1)."
2022-0525-AUT,2022,0525,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Austria,AUT,Western Europe,Europe,Kärnten and Niederösterreich,,Lightening,,,,,,,Kph,,,,,2022,8,17,2022,8,18,,13,,,13,,,,,,,,1,480,,Niederosterreich (Adm1).
2022-0525-FRA,2022,0525,,Natural,Meteorological,Storm,Convective storm,Severe storm,,France,FRA,Western Europe,Europe,Corsica,,Lightening,,,,,,,Kph,,,,,2022,8,17,2022,8,18,5,33,,,33,,,,,,,,1,1256,,Corse (Adm1).
2022-9405-FRA,2022,9405,,Natural,Climatological,Drought,Drought,,,France,FRA,Western Europe,Europe,,Lack of rains,,,,,,,,Km2,,,,,2022,7,,2022,8,,,,,,,,,,,,,,,,,
